e_lat,e_yaw,v,v_ref,delta,a
0.0,0.0,0.0,4.166666666666667,-0.006984935540759651,4.166666666666667
0.0,-4.440892098500626e-16,0.41666666666666674,4.166666666666667,-0.006984935540760095,3.75
0.04166666666861166,0.00011641748566182386,0.7916666666666667,4.166666666666667,-0.006917633249348283,3.375
-0.12083333315133055,0.00033547936620648144,1.1291666666666669,4.166666666666667,-0.006792241854797515,3.0375
-0.2337499978593278,0.0006422670078332082,1.4329166666666668,4.166666666666667,-0.006619218257985243,2.73375
-0.37704165589445293,0.0010216640753104578,1.706291666666667,4.166666666666667,-0.006409482144338517,2.460375
-0.5476707975384665,0.0014591279046993755,1.952329166666667,4.166666666666667,-0.006173802132452965,2.2143375
-0.7429036576158128,0.0019412657893069785,2.173762916666667,4.166666666666667,-0.005922361453238974,1.99290375
-0.9602798407910542,0.002456224198180035,2.373053291666667,4.166666666666667,-0.0056644977149120125,1.793613375
-1.1975849851533427,0.0029939161470031728,2.552414629166667,4.166666666666667,-0.009389977875209109,1.6142520375
-1.4528261598478407,0.0039526290001279385,2.713839832916667,4.166666666666667,-0.008750957993530357,1.45282683375
-1.260017228839887,-0.009068314082763429,2.859122516291667,4.166666666666667,-0.008129643405018375,1.307544150375
-0.9741157500758725,-0.008138547739230617,2.989876931329167,4.166666666666667,-0.007534779436076695,1.1767897353375
-0.6751532283085642,-0.007237408156986369,3.1075559048629167,4.166666666666667,-0.006972829081790355,1.0591107618037503
-0.36447588785779933,-0.006370655862206753,3.213466981043292,4.166666666666667,-0.006448324094549807,0.9531996856233751
-0.044448674939354546,-0.005541785311348413,3.3087869496056292,4.166666666666667,-0.005964232529060863,0.8578797170610377
-0.2881676759787109,-0.004752400961051784,3.394574921311733,4.166666666666667,-0.005522324173595742,0.7720917453549339
-0.6275062264410773,-0.004002555612710346,3.4717840958472266,4.166666666666667,-0.005123525806323508,0.6948825708194404
-0.974651621070503,-0.0032910383704392032,3.5412723529291705,4.166666666666667,-0.00593556654225214,0.6253943137374964
-1.3287649329017555,-0.002450250188691605,3.6038117843029203,4.166666666666667,-0.005370544940657962,0.5628548823637467
-1.2947944637634659,-0.006455167738354195,3.660097272539295,4.166666666666667,-0.004862875219258872,0.5065693941273719
-0.9287858175693974,-0.005743218273322359,3.7107542119520325,4.166666666666667,-0.004409018407558789,0.4559124547146345
-0.5577143600905735,-0.00508878268763846,3.756345457423496,4.166666666666667,-0.004005312934666434,0.41032120924317095
-0.1821050175200919,-0.004486965907505525,3.797377578347813,4.166666666666667,-0.003648147086136488,0.36928908831885376
-0.19770895891908197,-0.003932827771269576,3.8343064871796986,4.166666666666667,-0.003334100395333145,0.3323601794869684
-0.5811168659513016,-0.003421467365479547,3.8675425051283954,4.166666666666667,-0.0030600659687071243,0.2991241615382716
-0.9678671549349539,-0.00294806847974316,3.8974549212822227,4.166666666666667,-0.002823368124628674,0.26921174538444426
1.3576113684311046,-0.0025079093105024874,3.924376095820667,4.166666666666667,-0.0035157520158874194,0.24229057084599992
1.2338407489415677,-0.0017748776856669757,3.948605152905267,4.166666666666667,-0.0031554388183665312,0.21806151376140015
0.8389840337129844,-0.0012764927524453462,3.9704113042814067,4.166666666666667,-0.0028400895576885573,0.1962553623852603
0.44195166603736735,-0.0008254385922934482,3.9900368405199327,4.166666666666667,-0.0025649475384967218,0.17662982614673428
0.04310319280346288,-0.0004160682876457322,4.007699823134606,4.166666666666667,-0.0023258289386153936,0.1589668435320606
0.3578576477093242,-4.321864630041361e-05,4.023596507487812,4.166666666666667,-0.002119118330705353,0.1430701591788548
0.7602056894202454,0.00029784094880236367,4.0379035234056975,4.166666666666667,-0.001941772646460602,0.1287631432609695
1.1639919759464206,0.0006114689674103779,4.0507798377317945,4.166666666666667,-0.002156449368464971,0.11588682893487245
-1.4149532133096925,-0.0016089834990817842,4.062368520625282,4.166666666666667,-0.0019253447004481284,0.10429814604138521
1.008717092856874,-0.0012961247243992169,4.07279833522942,4.166666666666667,-0.0017245841982028909,0.09386833143724704
0.6014385380152573,-0.0010151690998045915,4.082185168373145,4.166666666666667,-0.0015505359198726262,0.08448149829352225
0.1932256035560296,-0.00076198590750165,4.090633318202497,4.166666666666667,-0.0014000744886262018,0.0760333484641702
0.21585247177609887,-0.0005328981037693303,4.098236653048914,4.166666666666667,-0.0012705413372267366,0.06843001361775336
0.6256713116972242,-0.0003246188285985774,4.105079654410689,4.166666666666667,-0.0011597163676106395,0.06158701225597785
1.0361781177327956,-0.00013418962060329775,4.111238355636287,4.166666666666667,-0.0038842245471996657,0.05542831103038015
1.4473013424773642,0.0005045725093917319,4.116781186739325,4.166666666666667,-0.003458244662851606,0.04988547992734205
1.1254038419120451,0.00028820403151463836,4.121769734732059,4.166666666666667,-0.0030894779759282594,0.0448969319346082
0.7132270712238317,0.00079757032482064,4.12625942792552,4.166666666666667,-0.0027707088227403734,0.040407238741146934
0.3006013940894776,0.0012548780311201213,4.130300151799634,4.166666666666667,-0.002495781097622997,0.036366514867032684
0.11242954078259895,0.001667211889107456,4.133936803286337,4.166666666666667,-0.0022594893315866023,0.03272986338032968
-0.5258225616021639,0.002040835969106425,4.13720978962437,4.166666666666667,-0.0020574966962082853,0.029456877042297158
-0.9395433739698636,0.002381328268521443,4.1401554773286,4.166666666666667,-0.0018862843286835316,0.026511189338067176
-1.353558774584394,0.002693709054820026,4.142806596262407,4.166666666666667,-0.006892649072204823,0.023860070404260192
-1.2164678570497474,-0.003787386612545518,4.145192603302833,4.166666666666667,-0.006148045677952998,0.02147406336383373
-0.8019623806768257,-0.0027679804297555677,4.147340009639216,4.166666666666667,-0.005505221592558725,0.019326657027450622
-0.38728094135911223,-0.0018546901723226483,4.149272675341962,4.166666666666667,-0.004951327494547264,0.017393991324705205
-0.02924935176964231,-0.0010329071416066427,4.1510120744744325,4.166666666666667,-0.0044755200790100695,0.015654592192234418
-0.442960623232016,-0.00028978466444851136,4.152577533693656,4.166666666666667,-0.004068764756883327,0.01408913297301062
-0.8581753624927454,0.00038605350979459274,4.153986446990958,4.166666666666667,-0.003723703703353952,0.012680219675709203
